datetime,username,content,Sentimen,clean_teks
2022-12-11 03:32:02+00:00,namba2coid,sentuhan etnis unik modern berbagai macam model tas anyaman serat alam buatan tangan kerajinan khas indonesia handmade,9,sentuh etnis unik modern model tas anyam serat alam buat tangan rajin khas indonesia handmade 
2022-12-11 03:32:02+00:00,namba2coid,wajar dong kerajinan tangan harganya mahal orang proses buatnya lama meraka pikir mudah,0,wajar rajin tangan harga mahal orang proses buat raka pikir mudah 
2022-12-09 23:44:02+00:00,kxamado,"congraattss buat bupati pesawaran bapak dendi ramadhona dan staff yang memajukan teknik sulam jelujur alias kerajinan tangan asal desa sungai langka kecamatan gedongtataan ini masuk kategori kerajinan terbaik satu seprovinsi lampung
pesawaranmaju",9,congraattss bupati sawar dendi ramadhona staff maju teknik sulam jelujur alias rajin tangan desa sungai langka camat gedongtataan masuk kategori rajin baik provinsi lampung pesawaranmaju 
2022-12-09 23:31:29+00:00,Lima8Satu,"menteri bumn erick thohir sering mengunjungi masyarakat berada di tengah mereka silaturahmi dan mendengarkan keluhan ide dan masukan serta mengapresiasi langsung karya anak bangsa seperti kerajinan tangan kuliner dan umkm
bangkitbersamaet",9,menteri bumn erick thohir unjung masyarakat silaturahmi dengar keluh ide masuk apresiasi langsung karya anak bangsa rajin tangan kuliner umkm bangkitbersamaet 
2022-12-21 01:53:17+00:00,milanista_tua,suruh balik aja tu wisatawan ke negaranya pak ga usah wisata ke indonesia klo gak punya duit kerajinan tangan cuma kisaran   doang dibilang scam di negara dia   emang dapet apaan,0,suruh wisatawan negara wisata indonesia duit rajin tangan kisar bilang scam negara emang dapet 
2022-12-09 23:30:01+00:00,Dirga57687901,"menjadi kebanggan tentunya dimana kerajinan tangan asal desa sungai langka sulam selejur kembali mendapat penghargaan kategori kerajinan terbaik satu dalam acara lampung craft ke tahun 
bupati pesawaran 
dendi ramadhona 

pesawaranmaju",9,banggan mana rajin tangan desa sungai langka sulam selejur harga kategori rajin baik acara lampung craft bupati sawar dendi ramadhona pesawaranmaju 
2022-12-09 23:30:01+00:00,Dirga57687901,survive usaha kerajinan tangan di indonesia itu susah banget,0,survive usaha rajin tangan indonesia susah banget 
2022-12-09 23:30:00+00:00,SrikandiPswaran,"di new york kabupaten pesawaran menampilkan kerajinan tangan desa sungailangka kecamatan gedong tataan yakni sulam jelujur pesawaranmaju

bupati pesawaran 
dendi ramadhona",9,new york kabupaten sawar tampil rajin tangan desa sungailangka camat gedong tata sulam jelujur pesawaranmaju bupati sawar dendi ramadhona 
2022-12-09 23:30:00+00:00,Bellaa250,"kerajinan tangan asal desa sungai langka kecamatan gedongtataan ini masuk kategori kerajinan terbaik satu seprovinsi lampung
bupati pesawaran 
dendi ramadhona 
pesawaranmaju",9,rajin tangan desa sungai langka camat gedongtataan masuk kategori rajin baik provinsi lampung bupati sawar dendi ramadhona pesawaranmaju 
2022-12-09 23:30:00+00:00,Bellaa250,setelah sekian lama menjalankan usaha kerajinan tangan akhirnya harus direlakan juga gulung tikar gabisa bertahan huhuuhu,0,sekian jalan usaha rajin tangan rela gulung tikar tahan huhuuhu 
2022-12-21 01:53:17+00:00,milanista_tua,suruh balik aja tu wisatawan ke negaranya pak ga usah wisata ke indonesia klo gak punya duit kerajinan tangan cuma kisaran   doang dibilang scam di negara dia   emang dapet apaan,0,suruh wisatawan negara wisata indonesia duit rajin tangan kisar bilang scam negara emang dapet 
2022-12-09 23:30:00+00:00,umiyah66,setelah pandemi kemarin usaha kerajinan tangan masih harus berusaha untuk bengkit dari keterpurukan kembali,0,pandemi kemarin usaha rajin tangan usaha bengkit puruk 
2022-12-23 04:40:16+00:00,dddarlinnn,setuju knp sih kita as local suka gamau beli hand craft mahal pdhl bikinnya tuh butuh effort waktu dan tenaga lbh dibanding sama brand yang besar apalagi udh manufaktur  gw seneng bgt beli kerajinan tangan kl pergi ke suatu daerah buat kenangan,0,tuju sih as lokal suka beli hand craft mahal bikin tuh butuh effort tenaga banding brand manufaktur senang banget beli rajin tangan kl pergi daerah kenang 
2022-12-09 06:00:01+00:00,hariankompas,"perhelatan ktt g di bali turut mengantarkan beraneka produk lokal ke pentas internasional dari ragam kerajinan tangan dengan sentuhan tradisi sampai karya inovasi berbasis teknologi



geliatkota adadikompas",9,helat ktt bal antar aneka produk lokal pentas internasional ragam rajin tangan sentuh tradisi karya inovasi basis teknologi geliatkota adadikompas 
2022-12-09 06:00:01+00:00,hariankompas,pandemi kemarin membuat usaha kerajinan tangan banyak yang gulung tikar karena tidak bisa memasarkan dagangannya,0,pandemi kemarin usaha rajin tangan gulung tikar pasar dagang 
2022-12-09 03:07:23+00:00,BeritaJakarta,"sejumlah lansia tampak asyik membuat beragam kerajinan tangan kegiatan pembinaan pembuatan produk kerajinan ini rutin dilaksanakan di panti sosial tresna wedha pstw budi mulia i cipayung jakarta timur
selengkapnya",9,usia asyik ragam rajin tangan giat bina buat produk rajin rutin laksana panti sosial tresna wedha pstw budi mulia i cipayung jakarta timur lengkap 
2022-12-09 03:01:49+00:00,HalimahHamra,"ya pemberian materi pelatihan kelompok ekonomi produktif melalui kerajinan tangan bidai oleh disperindag bengkayang amp dgn mempraktekan pembuatan bidai dari kulit kayu amp rotan



ksad jenderal dudung abdurachman
angkatan darat di hati rakyat
tulus utamakan rakyat",9,ya beri materi latih kelompok ekonomi produktif rajin tangan bidai disperindag bengkayang amp mempraktekan buat bidai kulit kayu amp rotan ksad jenderal dudung abdurachman angkat darat hati rakyat tulus utama rakyat 
2022-12-09 03:00:02+00:00,hariankompas,"perhelatan ktt g di bali turut mengantarkan aneka produk lokal ke pentas internasional mulai dari kerajinan tangan dengan sentuhan tradisi sampai karya inovasi berbasis teknologi

baca rangkaian tulisan geliatkota denpasar adadikompas",9,helat ktt bal antar aneka produk lokal pentas internasional rajin tangan sentuh tradisi karya inovasi basis teknologi baca rangkai tulis geliatkota denpasar adadikompas 
2022-12-23 04:40:16+00:00,dddarlinnn,setuju knp sih kita as local suka gamau beli hand craft mahal pdhl bikinnya tuh butuh effort waktu dan tenaga lbh dibanding sama brand yang besar apalagi udh manufaktur  gw seneng bgt beli kerajinan tangan kl pergi ke suatu daerah buat kenangan,0,tuju sih as lokal suka beli hand craft mahal bikin tuh butuh effort tenaga banding brand manufaktur senang banget beli rajin tangan kl pergi daerah kenang 
2022-12-09 01:31:38+00:00,Armycology_Plb,"satgas pamtas rimalaysia yonif gardatama yudha terus tingkatkan perekonomian warga melalui hasil kerajinan tangan bagi warga desa jagoi babang kalimantan barat

 

ksad jenderal dudung abdurachman
angkatan darat di hati rakyat
tulus utamakan rakyat",9,satgas pamtas rimalaysia yonif gardatama yudha tingkat ekonomi warga hasil rajin tangan warga desa jago babang kalimantan barat ksad jenderal dudung abdurachman angkat darat hati rakyat tulus utama rakyat 
2022-12-23 04:40:16+00:00,dddarlinnn,setuju knp sih kita as local suka gamau beli hand craft mahal pdhl bikinnya tuh butuh effort waktu dan tenaga lbh dibanding sama brand yang besar apalagi udh manufaktur  gw seneng bgt beli kerajinan tangan kl pergi ke suatu daerah buat kenangan,0,tuju sih as lokal suka beli hand craft mahal bikin tuh butuh effort tenaga banding brand manufaktur senang banget beli rajin tangan kl pergi daerah kenang 
2022-12-08 23:39:32+00:00,meowarnai,folklore merupakan adat istiadat tradisional dan cerita rakyat yang diwariskan secara turun temurun dan tidak dibukukan folklore lisan  bahasa rakyat tekateki puisi cerita rakyat nyanyian rakyat folklore bukan lisan  arsitektur rakyat kerajinan tangan pakaian obat,9,folklore adat istiadat tradisional cerita rakyat waris turun temurun buku folklore lisan bahasa rakyat tekateki puisi cerita rakyat nyanyi rakyat folklore lisan arsitektur rakyat rajin tangan pakai obat 
2022-12-08 23:17:53+00:00,kuspinasti1701,"kerajinan tangan kreativitas adalah hal yang mahal untuk itu penting sekali anda asah kreatifitas untuk menciptakan berbagai hasil kerajinan tangan seperti tas jinjing dompet hiasan rumah dll
𝗔𝗱𝗮𝗪𝗶𝘀𝗵𝗔𝗱𝗮𝗞𝗮𝗺𝗶",9,rajin tangan kreativitas mahal asah kreativitas cipta hasil rajin tangan tas jinjing dompet hias rumah lain 𝗔𝗱𝗮𝗪𝗶𝘀𝗵𝗔𝗱𝗮𝗞𝗮𝗺𝗶 
2022-12-07 17:45:15+00:00,medanbarunews,kapolrestabes medan kapolsek medan baru melalui personil bhabinkamtibmas aipda feri manullang melaksanakan dds ke warga masyarakat jl gatot subroto kelurahan sei sikambingd bernama ibu siti pengusaha hasil kerajinan tangan dari rotan lanjut sampaikan pesan pesan kamtibmas,0,kapolrestabes medan kapolsek medan personil bhabinkamtibmas aipda feri manullang laksana dds warga masyarakat jalan gatot subroto lurah sei sikambingd nama siti usaha hasil rajin tangan rotan pesan pesan kamtibmas 
2022-12-07 11:13:06+00:00,lautandara,kalau aku lebih explore diri aja coba hal baru kek nulis gambar masak belajar bahasa berkebun buat kerajinan tangan atau coba design grafis pokoknya yg simple aja dulu deh kan skrg jaman udh canggih km bisa coba semua skill di yt tt ig dll,9,explore coba nulis gambar masak ajar bahasa kebun rajin tangan coba design grafis pokok simpel deh jaman canggih coba skill yt tt ig lain 
2022-12-07 02:14:43+00:00,Lapas_Parepare,selain itu juga berkenan meninjau kegiatan kerajinan tangan wbp perempuan yang memanfaatkan limbah kain dalam kunjungannya ibu kepala dinas perikanan perkebunan peternakan dan pertanian kota parepare memberikan apresiasi kepada kepala lapas iia parepare beserta jajarannya,9,kenan tinjau giat rajin tangan wbp perempuan manfaat limbah kain kunjung kepala dinas ikan kebun ternak tani kota parepare apresiasi kepala lapas iia parepare serta jajar 
2022-12-07 00:47:52+00:00,rripro2tpi,seorang pria asal medan bisa menghasilkan uang puluhan juta rupiah melalui kreatifitasnya dengan koran kalau teman pro  udah pernah bikin kerajinan tangan apa ajani dari barang bekas  proactivity,9,pria medan hasil uang puluh juta rupiah kreatifitasnya koran teman pro bikin rajin tangan ajani barang bekas proactivity 
2022-12-06 11:32:31+00:00,IndonesiaGeneva,"bazaar dihadiri oleh kurang lebih  perwakilan tetap di jenewa yang menampilkan kerajinan tangan dan kuliner khas negara masingmasing kali ini stall indonesia mengambil tema ""enchanting wonder of east nusa tenggara"" dengan menampilkan kain tenun khas ntt",9,bazaar hadir wakil jenewa tampil rajin tangan kuliner khas negara masingmasing kali stall indonesia ambil tema enchanting wonder of east nusa tenggara tampil kain tenun khas ntt 
2022-12-06 07:33:41+00:00,LPKNSawahlunto,namun tidak menghentikan kreativitas mereka salah satunya dapat membuat kerajinan tangan yang memanfaatkan serbuk kayu untuk dijadikan karya seni seperti miniatur motor pada gambar postingan dibawah,9,henti kreativitas salah satu rajin tangan manfaat serbuk kayu jadi karya seni miniatur motor gambar postingan bawah 
2022-12-06 06:16:31+00:00,viraavy,uangnya dibagi ke bisnis invest sm sebagian ditabung hahaha bodoamat udh pensiun masi mau bisnis trs gw gabutnya yoga ngelukis bikin kerajinan tangan sama masak,9,uang bagi bisnis invest tabung hahaha bodoamat pensiun bisnis gabutnya yoga lukis bikin rajin tangan masak 
2022-12-06 02:01:23+00:00,Konokui1,bila tongkat kayu ditancapkan jadi tanaman pengrajin kayu paham kayu ga hanya bagian bangunan ga perlu ekspor kayu gelondongan diolah bernilai seni jadi kerajinan salah satunya jam tangan tebu ga cuma air tebu atau gula bisa ekspor ethanol,9,tongkat kayu tancap tanam pengrajin kayu paham kayu bangun ekspor kayu gelondong olah nilai seni rajin salah satu jam tangan tebu air tebu gula ekspor ethanol 
2022-12-06 01:53:08+00:00,lapaskayuagung,"lapas perempuan palembang kemenkumham sumsel jumputan  merupakan kerajinan tangan yang dibuat dengan cara menjumput pungut dengan jari bagianbagian tertentu pada kain
    

harun sulianto
kumhamsumsel
harunsulianto",9,lapas perempuan palembang menteri hukum hak asasi manusia sumsel jumput rajin tangan jumput pungut jari bagianbagian kain harun sulianto kumhamsumsel harunsulianto 
2022-12-06 01:19:34+00:00,hngjslskmn,sering wkwk makanya aku klo jajan dipikirin mateng dulu ini barang buat apaan kyak album biasanya buat nemenin aku kerja cd nya diputer di laptop mana album sebong biasanya ada bonus kerajinan tangan jadi alhamdulillah berguna dan belinya pun gak pernah lebih dari,0,wkwk jajan dipikirin matang barang album teman kerja cd nya puter laptop album bong bonus rajin tangan alhamdulillah guna beli 
2022-12-06 00:40:08+00:00,gayoarsinlove,"out of cerita cerpen puisi pantun poster video kegiatan footage timelapse reel logo patung kerajinan tangan lukisan dance cover lagu gerak dan lagu

the only one probably capable of doing is poster",9,out of cerita cerpen puisi pantun poster video giat footage timelapse reel logo patung rajin tangan lukis dance cover lagu gerak lagu the only one probably capable of doing is poster 
2022-12-05 07:09:50+00:00,Lapas_Lahat,"lapas perempuan palembang kemenkumham sumsel jumputan  merupakan kerajinan tangan yang dibuat dengan cara menjumput pungut dengan jari bagianbagian tertentu pada kain
    

harun sulianto
kumhamsumsel
harunsulianto",9,lapas perempuan palembang menteri hukum hak asasi manusia sumsel jumput rajin tangan jumput pungut jari bagianbagian kain harun sulianto kumhamsumsel harunsulianto 
2022-12-05 06:13:17+00:00,Cinta_42345,"kerajinan tangan khas kabupaten pesawaran yaitu kain sulam jelujur kembali mengharumkan nama bumi andan jejama di kancah internasional

""sulam jelujur saat ini sedang dipamerkan di dubai di bulan desember ini ada tiga kegiatan fashion yang dilangsungkan disana",9,rajin tangan khas kabupaten sawar kain sulam jelujur harum nama bumi andan jejama kancah internasional sulam jelujur pamer dubai desember giat fashion langsung sana 
2022-12-05 04:27:34+00:00,slowslowsky_,kek lihat gambaran diri ekwkwk hobi jahit suka gambarngelukis suka iseng² coba buat kerajinan tangan suka bantuin ibu bikin kue pesanan paling seneng diajak ke tempat pameran seni suka bgt baca buku dan bikin rak buku ala² perpustakaan mini,9,lihat gambar ekwkwk hobi jahit suka gambarngelukis suka iseng² coba rajin tangan suka bantuin bikin kue pesan senang ajak pamer seni suka banget baca buku bikin rak buku ala² pustaka mini 
2022-04-20 21:36:48+00:00,Askrlfess,askrl first time jadi kameraman karena temen percaya katanya aku bisa dibayar tapi hasilnya kurang memuaskan malu banget guys aku kepikiran terus merasa bersalah berarti kalo kerja dibidang jasa gini rasanya gini ya ada tanggung jawab gede,6,askrl first kameraman temen percaya bayar hasil puas malu banget guys pikir salah kerja bidang jasa ya tanggung 
2022-03-29 01:36:41+00:00,pinkblush092398,org bereaksi beda mbamemang salah dia kritik spt menghina gtcuman ya itu jg biasa kan ditemuin di real lifecontoh ky org yg marah complain isi ngehina soal produk atau jasa org lain yg kurang memuaskan dll in my opinion,6,orang reaksi beda mbamemang salah kritik hina gtcuman ya ditemuin real lifecontoh orang marah keluh isi hina produk jasa orang puas lain in my opinion 
2022-02-24 04:17:04+00:00,beamessages,beyb suka kepikiran ga sih kl ada c yg abis pake jasa kita trus beberapa menit kemudian dia cari jasa yg sama tp ga dateng ke kita lagi kayak apa pelayanan kita kurang memuaskan atau gimana,6,beyb suka pikir sih kl c habis pakai jasa menit cari jasa layan puas 
2022-01-20 10:19:13+00:00,beamessages,beyb mending isidapet testi jujur atau ga isi testi sama sekali konteksnya kalau hasil barangjasa kurang memuaskan,6,beyb mending isidapet testi jujur isi testi konteks hasil barangjasa puas 
2022-03-20 00:49:51+00:00,ainnnaaa,jasa tukang pangkas rambut sama jasa tukang fotocopy dan penjilidan nih jasa jasa yang sebenarnya lumayan sering bikin kesel plus sedih kecewa sih  hasilnya sering kurang memuaskan mau protes ga bisa,6,jasa tukang pangkas rambut jasa tukang fotocopy jilid nih jasa jasa lumayan bikin kesel plus sedih kecewa sih hasil puas protes 
2022-03-18 11:32:21+00:00,flamierngyu,kenapa sih kl kirim paket ga sesuai alamat penerima kurang jelas apa ini udh kedua kalinya saya pake jasa sicepat dan berakhir tidak memuaskan,6,sih kl kirim paket sesuai alamat terima kali pakai jasa sicepat puas 
2022-04-22 18:00:02+00:00,Ditanyadia,misal di kemudian hari naudzubillah nih jasa pengiriman collabssebenarnya bukan krna lain²tapi pihak kurir nya sendiri yg emng pelayanannya kurang memuaskan lama dan banyak bgt komplainan bhkan dagangan aku juga pernah hilang cepet perbaiki deh drpda smakin banyak yg kecewa,6,naudzubillah nih jasa kirim collabssebenarnya lain²tapi kurir nya emang layan puas banget komplain bhkan dagang hilang cepat baik deh drpda smakin kecewa 
2022-07-26 00:42:42+00:00,kerikilll_,"susahnya nyari jasa pihak ke  gitu ya emang sering kurang memuaskan wkwk

eh tp gua sendiri jg bisnis modelnya kayak jd pihak ke  mungkin mereka jg merasakan hal yg sama",6,susah cari jasa ya emang puas wkwk eh bisnis model rasa 
2022-07-15 14:16:35+00:00,tamsyur_,"kapog banget sih pake jasa mua ituu pelayanannya kurang memuaskandateng aja telatmandu acara aja minus
foto hasil nikahan aja gak kecetak semua
ternyata oh ternyata beda fotografer cuyanjir bangetfoto yg acara malem gak ada",6,kapog banget sih pakai jasa mua ituu layan memuaskandateng telatmandu acara minus foto hasil nikah cetak oh beda fotografer cuyanjir bangetfoto acara malam 
2022-07-10 20:08:43+00:00,tropicaldough_,semisal nih abis belanja di ecommerce atau abis pesen makanan atau pakai jasa ojek online pelayanannya kurang memuaskan menurut kalian baiknya gimana,6,nih habis belanja ecommerce habis pesan makan pakai jasa ojek online layan puas baik 
2022-07-26 16:21:42+00:00,namastee_,emg semua udh ada marketnya hasil kerja dan effort yg udh kita lakuin itu berharga seberharga feedback dari klien kalau pada akhirnya karya kita ga di upload karena hasilnya kurang memuaskan terus ngapain penyedia jasa nawarin revisi untuk membentuk kembali kepercayaan klien,6,emang marketnya hasil kerja effort lakuin harga harga feedback klien karya upload hasil puas ngapain sedia jasa nawarin revisi bentuk percaya klien 
2022-08-12 05:14:51+00:00,bloswears42,happy birthday  yang selalu konsisten dalam menyediakan kebutuhan liburan para customer buat kalian yang mau liburan ayo pakai jasa  aja di jamin memuaskan mana sekarang ada tiketgratiskonserraisa kurang baik apa lagi cobaaa,6,senang ulang konsisten sedia butuh libur customer libur ayo pakai jasa jamin puas tiketgratiskonserraisa cobaaa 
2022-08-10 05:53:27+00:00,marimasjambuu,da kalo pake jasa abe mah kurang memuaskan kandidatnya kalo kata att ujungnya sakit hati,6,da pakai jasa abe mah puas kandidat att ujung sakit hati 
2022-10-25 02:02:04+00:00,cordovareborn,"ajaran tentang tata cara kepemimpinan dalam islam dikatai 'fuck' sama orang yang sebelumnya terkonfirmasi suka dengan yang begituan amp selalu bayarannya kurang memuaskan pada penyedia jasa tersebut cc bang hera yg uda di fake
istanasarangkepalsuan",6,ajar tata pimpin islam kata fuck orang konfirmasi suka begitu amp bayar puas sedia jasa cc bang hera fake istanasarangkepalsuan 
2022-08-24 00:16:01+00:00,skydalune,jasa psikolog online terjangkau tapi worth it dimana ya aku pakai alodok sama halodoc kurang memuaskan banget,6,jasa psikolog online jangkau worth it mana ya pakai alodok halodoc puas banget 
2022-12-08 14:13:17+00:00,hwaatchim,halo terima kasih sudah memakai jasa tyas dan berkenan mengisi ini ya  ya allah santai aja kak aku gapapa kok  mohon maaf ya kak untuk service semalam yang mungkin kurang memuaskan  semoga lain waktu bisa balik pake jasaku lagi ya terima kasih sudah percaya sama aku,6,halo terima kasih pakai jasa tyas kenan isi ya ya allah santai kak apa mohon maaf ya kak servis malam puas moga pakai jasa ya terima kasih percaya 
2022-11-23 00:26:36+00:00,ibaybuuy,tolong bantu min perihal pengiriman barangnya oleh jasa kirim  kurang memuaskan saya beli barang exhaust fan udh seminggu lebih ga kunjung datang,6,tolong bantu min perihal kirim barang jasa kirim puas beli barang exhaust fan minggu kunjung 
2022-11-03 05:11:49+00:00,mahendra_putra,"""jika sudah tahu layanan kami kurang berkesantidak memuaskan bisa gunakan jasa lainnya"" apakah statement ini pantas keluar apakah kalian menunggu konsumen tidak lagi memberikan kepercayaan pada layanan kalian",6,layan berkesantidak puas jasa kalimat tunggu konsumen percaya layan 
2022-05-30 03:47:46+00:00,SouriSely,"terimakasih kepada semua customer selia yang sudah mempercayakan jasa nya selia selama ngeba maaf sebesarbesarnya jika pelayanan selia yang kurang memuaskan dan pengerjaan yang ngaret 

see you lt",6,terima kasih customer selia percaya jasa nya selia ngeba maaf sebesarbesarnya layan selia puas kerja telat see lantai 
2022-05-21 12:45:52+00:00,ciffoin,jasa jokinya kayaknya kemurahan kasian kakaknya ntar capek tapi pendapatannya kurang memuaskan  saranku mungkin agak naikin dikit,6,jasa joki kayak murah kasih kakak capek dapat puas saran naikin 
2022-07-26 16:21:42+00:00,namastee_,emg semua udh ada marketnya hasil kerja dan effort yg udh kita lakuin itu berharga seberharga feedback dari klien kalau pada akhirnya karya kita ga di upload karena hasilnya kurang memuaskan terus ngapain penyedia jasa nawarin revisi untuk membentuk kembali kepercayaan klien,6,emang marketnya hasil kerja effort lakuin harga harga feedback klien karya upload hasil puas ngapain sedia jasa nawarin revisi bentuk percaya klien 
2022-07-26 04:29:03+00:00,jpnncom,hr memesan wanita penyedia jasa pijat lewat aplikasi michat layanan yang diberikan af dianggap kurang memuaskan pijat,6,pesan wanita sedia jasa pijat aplikasi michat layan af anggap puas pijat 
2022-07-26 00:42:42+00:00,kerikilll_,"susahnya nyari jasa pihak ke  gitu ya emang sering kurang memuaskan wkwk

eh tp gua sendiri jg bisnis modelnya kayak jd pihak ke  mungkin mereka jg merasakan hal yg sama",6,susah cari jasa ya emang puas wkwk eh bisnis model rasa 
2022-07-15 14:16:35+00:00,tamsyur_,"kapog banget sih pake jasa mua ituu pelayanannya kurang memuaskandateng aja telatmandu acara aja minus
foto hasil nikahan aja gak kecetak semua
ternyata oh ternyata beda fotografer cuyanjir bangetfoto yg acara malem gak ada",6,kapog banget sih pakai jasa mua ituu layan memuaskandateng telatmandu acara minus foto hasil nikah cetak oh beda fotografer cuyanjir bangetfoto acara malam 
2022-07-10 20:08:43+00:00,tropicaldough_,semisal nih abis belanja di ecommerce atau abis pesen makanan atau pakai jasa ojek online pelayanannya kurang memuaskan menurut kalian baiknya gimana,6,nih habis belanja ecommerce habis pesan makan pakai jasa ojek online layan puas baik 
2022-03-20 00:49:51+00:00,ainnnaaa,jasa tukang pangkas rambut sama jasa tukang fotocopy dan penjilidan nih jasa jasa yang sebenarnya lumayan sering bikin kesel plus sedih kecewa sih  hasilnya sering kurang memuaskan mau protes ga bisa,6,jasa tukang pangkas rambut jasa tukang fotocopy jilid nih jasa jasa lumayan bikin kesel plus sedih kecewa sih hasil puas protes 
2022-03-18 11:32:21+00:00,flamierngyu,kenapa sih kl kirim paket ga sesuai alamat penerima kurang jelas apa ini udh kedua kalinya saya pake jasa sicepat dan berakhir tidak memuaskan,6,sih kl kirim paket sesuai alamat terima kali pakai jasa sicepat puas 
2022-03-05 10:12:51+00:00,Storyjowopride,"terima jasa bikin dedek bayi secara gratis sesuai riquest mau ganteng cantik lucu imut gudluking
jika hasil kurang memuaskan dapat di coba kembali terimakasih",6,terima jasa bikin dedek bayi gratis sesuai riquest ganteng cantik lucu imut gudluking hasil puas coba terima kasih 
2022-02-24 04:17:04+00:00,beamessages,beyb suka kepikiran ga sih kl ada c yg abis pake jasa kita trus beberapa menit kemudian dia cari jasa yg sama tp ga dateng ke kita lagi kayak apa pelayanan kita kurang memuaskan atau gimana,6,beyb suka pikir sih kl c habis pakai jasa menit cari jasa layan puas 
2022-01-20 10:19:13+00:00,beamessages,beyb mending isidapet testi jujur atau ga isi testi sama sekali konteksnya kalau hasil barangjasa kurang memuaskan,6,beyb mending isidapet testi jujur isi testi konteks hasil barangjasa puas 
2022-12-08 14:13:17+00:00,hwaatchim,halo terima kasih sudah memakai jasa tyas dan berkenan mengisi ini ya  ya allah santai aja kak aku gapapa kok  mohon maaf ya kak untuk service semalam yang mungkin kurang memuaskan  semoga lain waktu bisa balik pake jasaku lagi ya terima kasih sudah percaya sama aku,6,halo terima kasih pakai jasa tyas kenan isi ya ya allah santai kak apa mohon maaf ya kak servis malam puas moga pakai jasa ya terima kasih percaya 
2022-11-23 00:26:36+00:00,ibaybuuy,tolong bantu min perihal pengiriman barangnya oleh jasa kirim  kurang memuaskan saya beli barang exhaust fan udh seminggu lebih ga kunjung datang,6,tolong bantu min perihal kirim barang jasa kirim puas beli barang exhaust fan minggu kunjung 
2022-12-05 10:04:20+00:00,confyuz,maybe mereka tuh nerapin semacam invest jangka pjang org dulu kaya beli tanah beli properti inituh pemikiran org dulu mulainya karena invest tanah gapernah rugi adanya malah harga tanah tuh naik trus apalagi kalo ada rencana pembangunan di sekitarnya dan bakalan strategis cmiiw,7,tuh nerapin invest jangka pjang orang kaya beli tanah beli properti inituh pikir orang mulai invest tanah rugi harga tanah tuh rencana bangun strategis cmiiw 
2022-11-06 08:20:07+00:00,edisenna,barangkali ada properti yang akan dijual di kawasan haltestasiun itulah nilai jual sebenernya yang ingin dinikmati oleh developer kelas kakap dan alihalih pemerintah hanya sebagai pelaksana tugas tidak peduli negara rugi yang penting jualan properti laku,7,barangkali properti jual kawasan haltestasiun nilai jual sebenernya nikmat developer kelas kakap alihalih perintah laksana tugas peduli negara rugi jual properti laku 
2022-08-29 02:56:37+00:00,Yezz007,"lah emangnya investasi harus naik terus apa nilainya yg masih berpikiran gitu seharusnya jgn invest dulu

toh nanti penimbun gak kuat rugi harga turun juga harga normal lagi invest aman lagi

ekonomi pandemi invest properti termasuk high risk low return mungkin",7,emang investasi nilai pikir invest timbun kuat rugi harga turun harga normal invest aman ekonomi pandemi invest properti high risk low return 
2022-08-29 02:39:26+00:00,oddlyscorpio,"investasi properti terbaik sejauh ini tuh kosankontrakan minggu lalu bru aja ngelakuin apartemen yg harga pasaran jualnya udah anjlok bgt jauh dibawah harga beli  dijual rugi ga dijual jg rugi karna sering kosong dan hrus bayar ipl terus
meanwhile iklan kosan n kontrakan",7,investasi properti baik tuh kosankontrakan minggu ngelakuin apartemen harga pasar jual anjlok banget bawah harga beli jual rugi jual rugi kosong bayar ipl meanwhile iklan kosan n kontrak 
2022-08-29 00:27:34+00:00,AhmadGozali,"karena ada sebagian orang yang rugi berinvestasi di properti bukan berarti investasi properti itu jelek

dan karena ada sebagian orang yang untung berinvestasi di properri bukan berarti investasi properti itu bagus

bagusjelek investasi itu tergantung banyak faktor",7,orang rugi investasi properti investasi properti jelek orang untung investasi properri investasi properti bagus bagusjelek investasi gantung faktor 
2022-08-26 06:02:00+00:00,Kookieyash1,"yukk yang mau coba investasi di properti bisa coba investasi di hquarters tempatnya strategis banget di pusat kota bandung dijamin ga rugi dehhh
sohopertamadibandung",7,yukk coba investasi properti coba investasi hquarters tempat strategis banget pusat kota bandung jamin rugi dehhh sohopertamadibandung 
2022-08-26 06:01:28+00:00,DwiAnita1686,"investasi yang paling menguntungkan ya investasi properti jangan asal pilih yang  nguntungin ya beli apartemen hquarters bandung yang ada di jl asia afrika dijamin g bakalan rugi deh
sohopertamadibandung
investasi di hquarters",7,investasi untung ya investasi properti pilih nguntungin ya beli apartemen hquarters bandung jalan asia afrika jamin rugi deh sohopertamadibandung investasi hquarters 
2022-08-26 06:01:15+00:00,sfxns_,"kalo ada duid mending beli unit di hquaters sih bisa jadi investasi properti juga tempatnya juga instagramable bangettt ga rugi pokoknya
sohopertamadibandung
investasi di hquarters",7,duid mending beli unit hquaters sih investasi properti tempat instagramable bangettt rugi pokok sohopertamadibandung investasi hquarters 
2022-08-26 06:01:05+00:00,uligemblung,"kalau mau investasi emang paling bener ya investasi propertiapalagi kalau investasi nya di kotakota besar bandung misalnya dijamin deh gabakal rugi
sohopertamadibandung
investasi di hquarters",7,investasi emang bener ya investasi propertiapalagi investasi nya kotakota bandung jamin deh rugi sohopertamadibandung investasi hquarters 
